72;Tentacool;1;Agua;Veneno;tentacool.png
73;Tentacruel;1;Agua;Veneno;tentacruel.png
74;Geodude;1;Roca;Tierra;geodude.png
75;Graveler;1;Roca;Tierra;graveler.png
76;Golem;1;Roca;Tierra;golem.png
77;Ponyta;1;Fuego;;ponyta.png
78;Rapidash;1;Fuego;;rapidash.png
79;Slowpoke;1;Agua;Psíquico;slowpoke.png
80;Slowbro;1;Agua;Psíquico;slowbro.png
81;Magnemite;1;Eléctrico;Acero;magnemite.png
82;Magneton;1;Eléctrico;Acero;magneton.png
83;Farfetch'd;1;Normal;Volador;farfetchd.png
84;Doduo;1;Normal;Volador;doduo.png
85;Dodrio;1;Normal;Volador;dodrio.png
86;Seel;1;Agua;;seel.png
87;Dewgong;1;Agua;Hielo;dewgong.png
88;Grimer;1;Veneno;;grimer.png
89;Muk;1;Veneno;;muk.png
90;Shellder;1;Agua;;shellder.png
91;Cloyster;1;Agua;Hielo;cloyster.png
92;Gastly;1;Fantasma;Veneno;gastly.png
93;Haunter;1;Fantasma;Veneno;haunter.png
94;Gengar;1;Fantasma;Veneno;gengar.png
95;Onix;1;Roca;Tierra;onix.png
96;Drowzee;1;Psíquico;;drowzee.png
97;Hypno;1;Psíquico;;hypno.png
98;Krabby;1;Agua;;krabby.png
99;Kingler;1;Agua;;kingler.png
100;Voltorb;1;Eléctrico;;voltorb.png
101;Electrode;1;Eléctrico;;electrode.png
102;Exeggcute;1;Planta;Psíquico;exeggcute.png
103;Exeggutor;1;Planta;Psíquico;exeggutor.png
104;Cubone;1;Tierra;;cubone.png
105;Marowak;1;Tierra;;marowak.png
106;Hitmonlee;1;Lucha;;hitmonlee.png
107;Hitmonchan;1;Lucha;;hitmonchan.png
108;Lickitung;1;Normal;;lickitung.png
109;Koffing;1;Veneno;;koffing.png
110;Weezing;1;Veneno;;weezing.png
111;Rhyhorn;1;Tierra;Roca;rhyhorn.png
112;Rhydon;1;Tierra;Roca;rhydon.png
113;Chansey;1;Normal;;chansey.png
114;Tangela;1;Planta;;tangela.png
115;Kangaskhan;1;Normal;;kangaskhan.png
116;Horsea;1;Agua;;horsea.png
117;Seadra;1;Agua;;seadra.png
118;Goldeen;1;Agua;;goldeen.png
119;Seaking;1;Agua;;seaking.png
120;Staryu;1;Agua;;staryu.png
121;Starmie;1;Agua;Psíquico;starmie.png
122;Mr. Mime;1;Psíquico;;mr_mime.png
123;Scyther;1;Bicho;Volador;scyther.png
124;Jynx;1;Hielo;Psíquico;jynx.png
125;Electabuzz;1;Eléctrico;;electabuzz.png
126;Magmar;1;Fuego;;magmar.png
127;Pinsir;1;Bicho;;pinsir.png
128;Tauros;1;Normal;;tauros.png
129;Magikarp;1;Agua;;magikarp.png
130;Gyarados;1;Agua;Volador;gyarados.png
131;Lapras;1;Agua;Hielo;lapras.png
132;Ditto;1;Normal;;ditto.png
133;Eevee;1;Normal;;eevee.png
134;Vaporeon;1;Agua;;vaporeon.png
135;Jolteon;1;Eléctrico;;jolteon.png
136;Flareon;1;Fuego;;flareon.png
137;Porygon;1;Normal;;porygon.png
138;Omanyte;1;Roca;Agua;omanyte.png
139;Omastar;1;Roca;Agua;omastar.png
140;Kabuto;1;Roca;Agua;kabuto.png
141;Kabutops;1;Roca;Agua;kabutops.png
142;Aerodactyl;1;Roca;Volador;aerodactyl.png
143;Snorlax;1;Normal;;snorlax.png
144;Articuno;1;Hielo;Volador;articuno.png
145;Zapdos;1;Eléctrico;Volador;zapdos.png
146;Moltres;1;Fuego;Volador;moltres.png
147;Dratini;1;Dragón;;dratini.png
148;Dragonair;1;Dragón;;dragonair.png
149;Dragonite;1;Dragón;Volador;dragonite.png
150;Mewtwo;1;Psíquico;;mewtwo.png
151;Mew;1;Psíquico;;mew.png
152;Chikorita;2;Planta;;chikorita.png
153;Bayleef;2;Planta;;bayleef.png
154;Meganium;2;Planta;;meganium.png
155;Cyndaquil;2;Fuego;;cyndaquil.png
156;Quilava;2;Fuego;;quilava.png
157;Typhlosion;2;Fuego;;typhlosion.png
158;Totodile;2;Agua;;totodile.png
159;Croconaw;2;Agua;;croconaw.png
160;Feraligatr;2;Agua;;feraligatr.png
161;Sentret;2;Normal;;sentret.png
162;Furret;2;Normal;;furret.png
163;Hoothoot;2;Normal;Volador;hoothoot.png
164;Noctowl;2;Normal;Volador;noctowl.png
165;Ledyba;2;Bicho;Volador;ledyba.png
166;Ledian;2;Bicho;Volador;ledian.png
167;Spinarak;2;Bicho;Veneno;spinarak.png
168;Ariados;2;Bicho;Veneno;ariados.png
169;Crobat;2;Veneno;Volador;crobat.png
170;Chinchou;2;Agua;Eléctrico;chinchou.png
171;Lanturn;2;Agua;Eléctrico;lanturn.png
172;Pichu;2;Eléctrico;;pichu.png
173;Cleffa;2;Normal;;cleffa.png
174;Igglybuff;2;Normal;;igglybuff.png
175;Togepi;2;Normal;;togepi.png
176;Togetic;2;Normal;Volador;togetic.png
177;Natu;2;Psíquico;Volador;natu.png
178;Xatu;2;Psíquico;Volador;xatu.png
179;Mareep;2;Eléctrico;;mareep.png
180;Flaaffy;2;Eléctrico;;flaaffy.png
181;Ampharos;2;Eléctrico;;ampharos.png
182;Bellossom;2;Planta;;bellossom.png
183;Marill;2;Agua;;marill.png
184;Azumarill;2;Agua;;azumarill.png
185;Sudowoodo;2;Roca;;sudowoodo.png
186;Politoed;2;Agua;;politoed.png
187;Hoppip;2;Planta;Volador;hoppip.png
188;Skiploom;2;Planta;Volador;skiploom.png
189;Jumpluff;2;Planta;Volador;jumpluff.png
190;Aipom;2;Normal;;aipom.png
191;Sunkern;2;Planta;;sunkern.png
192;Sunflora;2;Planta;;sunflora.png
193;Yanma;2;Bicho;Volador;yanma.png
194;Wooper;2;Agua;Tierra;wooper.png
195;Quagsire;2;Agua;Tierra;quagsire.png
196;Espeon;2;Psíquico;;espeon.png
197;Umbreon;2;Siniestro;;umbreon.png
198;Murkrow;2;Siniestro;Volador;murkrow.png
199;Slowking;2;Agua;Psíquico;slowking.png
200;Misdreavus;2;Fantasma;;misdreavus.png
201;Unown;2;Psíquico;;unown.png
202;Wobbuffet;2;Psíquico;;wobbuffet.png
203;Girafarig;2;Normal;Psíquico;girafarig.png
204;Pineco;2;Bicho;;pineco.png
205;Forretress;2;Bicho;Acero;forretress.png
206;Dunsparce;2;Normal;;dunsparce.png
207;Gligar;2;Tierra;Volador;gligar.png
208;Steelix;2;Acero;Tierra;steelix.png
209;Snubbull;2;Normal;;snubbull.png
210;Granbull;2;Normal;;granbull.png
211;Qwilfish;2;Agua;Veneno;qwilfish.png
212;Scizor;2;Bicho;Acero;scizor.png
213;Shuckle;2;Bicho;Roca;shuckle.png
214;Heracross;2;Bicho;Lucha;heracross.png
215;Sneasel;2;Siniestro;Hielo;sneasel.png
216;Teddiursa;2;Normal;;teddiursa.png
217;Ursaring;2;Normal;;ursaring.png
218;Slugma;2;Fuego;;slugma.png
219;Magcargo;2;Fuego;Roca;magcargo.png
220;Swinub;2;Hielo;Tierra;swinub.png
221;Piloswine;2;Hielo;Tierra;piloswine.png
222;Corsola;2;Agua;Roca;corsola.png
223;Remoraid;2;Agua;;remoraid.png
224;Octillery;2;Agua;;octillery.png
225;Delibird;2;Hielo;Volador;delibird.png
226;Mantine;2;Agua;Volador;mantine.png
227;Skarmory;2;Acero;Volador;skarmory.png
228;Houndour;2;Siniestro;Fuego;houndour.png
229;Houndoom;2;Siniestro;Fuego;houndoom.png
230;Kingdra;2;Agua;Dragón;kingdra.png
231;Phanpy;2;Tierra;;phanpy.png
232;Donphan;2;Tierra;;donphan.png
233;Porygon2;2;Normal;;porygon2.png
234;Stantler;2;Normal;;stantler.png
235;Smeargle;2;Normal;;smeargle.png
236;Tyrogue;2;Lucha;;tyrogue.png
237;Hitmontop;2;Lucha;;hitmontop.png
238;Smoochum;2;Hielo;Psíquico;smoochum.png
239;Elekid;2;Eléctrico;;elekid.png
240;Magby;2;Fuego;;magby.png
241;Miltank;2;Normal;;miltank.png
242;Blissey;2;Normal;;blissey.png
243;Raikou;2;Eléctrico;;raikou.png
244;Entei;2;Fuego;;entei.png
245;Suicune;2;Agua;;suicune.png
246;Larvitar;2;Roca;Tierra;larvitar.png
247;Pupitar;2;Roca;Tierra;pupitar.png
248;Tyranitar;2;Roca;Siniestro;tyranitar.png
249;Lugia;2;Psíquico;Volador;lugia.png
250;Ho-Oh;2;Fuego;Volador;ho-oh.png
251;Celebi;2;Psíquico;Planta;celebi.png
252;Treecko;3;Planta;;treecko.png
253;Grovyle;3;Planta;;grovyle.png
254;Sceptile;3;Planta;;sceptile.png
255;Torchic;3;Fuego;;torchic.png
256;Combusken;3;Fuego;Lucha;combusken.png
257;Blaziken;3;Fuego;Lucha;blaziken.png
258;Mudkip;3;Agua;;mudkip.png
259;Marshtomp;3;Agua;Tierra;marshtomp.png
260;Swampert;3;Agua;Tierra;swampert.png
261;Poochyena;3;Siniestro;;poochyena.png
262;Mightyena;3;Siniestro;;mightyena.png
263;Zigzagoon;3;Normal;;zigzagoon.png
264;Linoone;3;Normal;;linoone.png
265;Wurmple;3;Bicho;;wurmple.png
266;Silcoon;3;Bicho;;silcoon.png
267;Beautifly;3;Bicho;Volador;beautifly.png
268;Cascoon;3;Bicho;;cascoon.png
269;Dustox;3;Bicho;Veneno;dustox.png
270;Lotad;3;Agua;Planta;lotad.png
271;Lombre;3;Agua;Planta;lombre.png
272;Ludicolo;3;Agua;Planta;ludicolo.png
273;Seedot;3;Planta;;seedot.png
274;Nuzleaf;3;Planta;Siniestro;nuzleaf.png
275;Shiftry;3;Planta;Siniestro;shiftry.png
276;Taillow;3;Normal;Volador;taillow.png
277;Swellow;3;Normal;Volador;swellow.png
278;Wingull;3;Agua;Volador;wingull.png
279;Pelipper;3;Agua;Volador;pelipper.png
280;Ralts;3;Psíquico;Hada;ralts.png
281;Kirlia;3;Psíquico;Hada;kirlia.png
282;Gardevoir;3;Psíquico;Hada;gardevoir.png
283;Surskit;3;Bicho;Agua;surskit.png
284;Masquerain;3;Bicho;Volador;masquerain.png
285;Shroomish;3;Planta;;shroomish.png
286;Breloom;3;Planta;Lucha;breloom.png
287;Slakoth;3;Normal;;slakoth.png
288;Vigoroth;3;Normal;;vigoroth.png
289;Slaking;3;Normal;;slaking.png
290;Nincada;3;Bicho;Tierra;nincada.png
291;Ninjask;3;Bicho;Volador;ninjask.png
292;Shedinja;3;Bicho;Fantasma;shedinja.png
293;Whismur;3;Normal;;whismur.png
294;Loudred;3;Normal;;loudred.png
295;Exploud;3;Normal;;exploud.png
296;Makuhita;3;Lucha;;makuhita.png
297;Hariyama;3;Lucha;;hariyama.png
298;Azurill;3;Normal;Hada;azurill.png
299;Nosepass;3;Roca;;nosepass.png
300;Skitty;3;Normal;;skitty.png
301;Delcatty;3;Normal;;delcatty.png
302;Sableye;3;Siniestro;Fantasma;sableye.png
303;Mawile;3;Acero;Hada;mawile.png
304;Aron;3;Acero;Roca;aron.png
305;Lairon;3;Acero;Roca;lairon.png
306;Aggron;3;Acero;Roca;aggron.png
307;Meditite;3;Lucha;Psíquico;meditite.png
308;Medicham;3;Lucha;Psíquico;medicham.png
309;Electrike;3;Eléctrico;;electrike.png
310;Manectric;3;Eléctrico;;manectric.png
311;Plusle;3;Eléctrico;;plusle.png
312;Minun;3;Eléctrico;;minun.png
313;Volbeat;3;Bicho;;volbeat.png
314;Illumise;3;Bicho;;illumise.png
315;Roselia;3;Planta;Veneno;roselia.png
316;Gulpin;3;Veneno;;gulpin.png
317;Swalot;3;Veneno;;swalot.png
318;Carvanha;3;Agua;Siniestro;carvanha.png
319;Sharpedo;3;Agua;Siniestro;sharpedo.png
320;Wailmer;3;Agua;;wailmer.png
321;Wailord;3;Agua;;wailord.png
322;Numel;3;Fuego;Tierra;numel.png
323;Camerupt;3;Fuego;Tierra;camerupt.png
324;Torkoal;3;Fuego;;torkoal.png
325;Spoink;3;Psíquico;;spoink.png
326;Grumpig;3;Psíquico;;grumpig.png
327;Spinda;3;Normal;;spinda.png
328;Trapinch;3;Tierra;;trapinch.png
329;Vibrava;3;Tierra;Dragón;vibrava.png
330;Flygon;3;Tierra;Dragón;flygon.png
331;Cacnea;3;Planta;;cacnea.png
332;Cacturne;3;Planta;Siniestro;cacturne.png
333;Swablu;3;Normal;Volador;swablu.png
334;Altaria;3;Dragón;Volador;altaria.png
335;Zangoose;3;Normal;;zangoose.png
336;Seviper;3;Veneno;;seviper.png
337;Lunatone;3;Roca;Psíquico;lunatone.png
338;Solrock;3;Roca;Psíquico;solrock.png
339;Barboach;3;Agua;Tierra;barboach.png
340;Whiscash;3;Agua;Tierra;whiscash.png
341;Corphish;3;Agua;;corphish.png
342;Crawdaunt;3;Agua;Siniestro;crawdaunt.png
343;Baltoy;3;Tierra;Psíquico;baltoy.png
344;Claydol;3;Tierra;Psíquico;claydol.png
345;Lileep;3;Roca;Planta;lileep.png
346;Cradily;3;Roca;Planta;cradily.png
347;Anorith;3;Roca;Bicho;anorith.png
348;Armaldo;3;Roca;Bicho;armaldo.png
349;Feebas;3;Agua;;feebas.png
350;Milotic;3;Agua;;milotic.png
351;Castform;3;Normal;;castform.png
352;Kecleon;3;Normal;;kecleon.png
353;Shuppet;3;Fantasma;;shuppet.png
354;Banette;3;Fantasma;;banette.png
355;Duskull;3;Fantasma;;duskull.png
356;Dusclops;3;Fantasma;;dusclops.png
357;Tropius;3;Planta;Volador;tropius.png
358;Chimecho;3;Psíquico;;chimecho.png
359;Absol;3;Siniestro;;absol.png
360;Wynaut;3;Psíquico;;wynaut.png
361;Snorunt;3;Hielo;;snorunt.png
362;Glalie;3;Hielo;;glalie.png
363;Spheal;3;Hielo;Agua;spheal.png
364;Sealeo;3;Hielo;Agua;sealeo.png
365;Walrein;3;Hielo;Agua;walrein.png
366;Clamperl;3;Agua;;clamperl.png
367;Huntail;3;Agua;;huntail.png
368;Gorebyss;3;Agua;;gorebyss.png
369;Relicanth;3;Agua;Roca;relicanth.png
370;Luvdisc;3;Agua;;luvdisc.png
371;Bagon;3;Dragón;;bagon.png
372;Shelgon;3;Dragón;;shelgon.png
373;Salamence;3;Dragón;Volador;salamence.png
374;Beldum;3;Acero;Psíquico;beldum.png
375;Metang;3;Acero;Psíquico;metang.png
376;Metagross;3;Acero;Psíquico;metagross.png
377;Regirock;3;Roca;;regirock.png
378;Regice;3;Hielo;;regice.png
379;Registeel;3;Acero;;registeel.png
380;Latias;3;Dragón;Psíquico;latias.png
381;Latios;3;Dragón;Psíquico;latios.png
382;Kyogre;3;Agua;;kyogre.png
383;Groudon;3;Tierra;;groudon.png
384;Rayquaza;3;Dragón;Volador;rayquaza.png
385;Jirachi;3;Acero;Psíquico;jirachi.png
386;Deoxys;3;Psíquico;;deoxys.png
